Time,Category,Average Score
2025-06-20 14:18:49,mouthLowerDownRight,0.2
2025-06-20 14:18:49,mouthPressLeft,0.03
2025-06-20 14:18:49,mouthPressRight,0.01
2025-06-20 14:18:49,mouthPucker,0.03
2025-06-20 14:18:49,mouthRight,0.0
2025-06-20 14:18:49,mouthRollLower,0.0
2025-06-20 14:18:49,mouthRollUpper,0.0
2025-06-20 14:18:49,mouthShrugLower,0.0
2025-06-20 14:18:49,mouthShrugUpper,0.03
2025-06-20 14:18:49,mouthSmileLeft,0.35
2025-06-20 14:18:49,mouthSmileRight,0.29
2025-06-20 14:18:49,mouthStretchLeft,0.07
2025-06-20 14:18:49,mouthStretchRight,0.07
2025-06-20 14:18:49,mouthUpperUpLeft,0.37
2025-06-20 14:18:49,mouthUpperUpRight,0.36
2025-06-20 14:18:49,noseSneerLeft,0.0
2025-06-20 14:18:49,noseSneerRight,0.0
2025-06-20 14:18:50,_neutral,0.0
2025-06-20 14:18:50,browDownLeft,0.04
2025-06-20 14:18:50,browDownRight,0.08
2025-06-20 14:18:50,browInnerUp,0.01
2025-06-20 14:18:50,browOuterUpLeft,0.05
2025-06-20 14:18:50,browOuterUpRight,0.03
2025-06-20 14:18:50,cheekPuff,0.0
2025-06-20 14:18:50,cheekSquintLeft,0.0
2025-06-20 14:18:50,cheekSquintRight,0.0
2025-06-20 14:18:50,eyeBlinkLeft,0.48
2025-06-20 14:18:50,eyeBlinkRight,0.41
2025-06-20 14:18:50,eyeLookDownLeft,0.56
2025-06-20 14:18:50,eyeLookDownRight,0.55
2025-06-20 14:18:50,eyeLookInLeft,0.11
2025-06-20 14:18:50,eyeLookInRight,0.09
2025-06-20 14:18:50,eyeLookOutLeft,0.06
2025-06-20 14:18:50,eyeLookOutRight,0.08
2025-06-20 14:18:50,eyeLookUpLeft,0.01
2025-06-20 14:18:50,eyeLookUpRight,0.01
2025-06-20 14:18:50,eyeSquintLeft,0.53
2025-06-20 14:18:50,eyeSquintRight,0.54
2025-06-20 14:18:50,eyeWideLeft,0.0
2025-06-20 14:18:50,eyeWideRight,0.0
2025-06-20 14:18:50,jawForward,0.0
2025-06-20 14:18:50,jawLeft,0.0
2025-06-20 14:18:50,jawOpen,0.01
2025-06-20 14:18:50,jawRight,0.0
2025-06-20 14:18:50,mouthClose,0.0
2025-06-20 14:18:50,mouthDimpleLeft,0.01
2025-06-20 14:18:50,mouthDimpleRight,0.0
2025-06-20 14:18:50,mouthFrownLeft,0.0
2025-06-20 14:18:50,mouthFrownRight,0.0
2025-06-20 14:18:50,mouthFunnel,0.01
2025-06-20 14:18:50,mouthLeft,0.0
2025-06-20 14:18:50,mouthLowerDownLeft,0.11
2025-06-20 14:18:50,mouthLowerDownRight,0.18
2025-06-20 14:18:50,mouthPressLeft,0.02
2025-06-20 14:18:50,mouthPressRight,0.02
2025-06-20 14:18:50,mouthPucker,0.02
2025-06-20 14:18:50,mouthRight,0.0
2025-06-20 14:18:50,mouthRollLower,0.0
2025-06-20 14:18:50,mouthRollUpper,0.0
2025-06-20 14:18:50,mouthShrugLower,0.0
2025-06-20 14:18:50,mouthShrugUpper,0.02
2025-06-20 14:18:50,mouthSmileLeft,0.45
2025-06-20 14:18:50,mouthSmileRight,0.45
2025-06-20 14:18:50,mouthStretchLeft,0.04
2025-06-20 14:18:50,mouthStretchRight,0.04
2025-06-20 14:18:50,mouthUpperUpLeft,0.44
2025-06-20 14:18:50,mouthUpperUpRight,0.49
2025-06-20 14:18:50,noseSneerLeft,0.0
2025-06-20 14:18:50,noseSneerRight,0.0
2025-06-20 14:18:51,_neutral,0.0
2025-06-20 14:18:51,browDownLeft,0.01
2025-06-20 14:18:51,browDownRight,0.03
2025-06-20 14:18:51,browInnerUp,0.1
2025-06-20 14:18:51,browOuterUpLeft,0.15
2025-06-20 14:18:51,browOuterUpRight,0.13
2025-06-20 14:18:51,cheekPuff,0.0
2025-06-20 14:18:51,cheekSquintLeft,0.0
2025-06-20 14:18:51,cheekSquintRight,0.0
2025-06-20 14:18:51,eyeBlinkLeft,0.36
2025-06-20 14:18:51,eyeBlinkRight,0.4
2025-06-20 14:18:51,eyeLookDownLeft,0.57
2025-06-20 14:18:51,eyeLookDownRight,0.54
2025-06-20 14:18:51,eyeLookInLeft,0.02
2025-06-20 14:18:51,eyeLookInRight,0.27
2025-06-20 14:18:51,eyeLookOutLeft,0.27
2025-06-20 14:18:51,eyeLookOutRight,0.03
2025-06-20 14:18:51,eyeLookUpLeft,0.01
2025-06-20 14:18:51,eyeLookUpRight,0.01
2025-06-20 14:18:51,eyeSquintLeft,0.3
2025-06-20 14:18:51,eyeSquintRight,0.31
2025-06-20 14:18:51,eyeWideLeft,0.0
2025-06-20 14:18:51,eyeWideRight,0.0
2025-06-20 14:18:51,jawForward,0.0
2025-06-20 14:18:51,jawLeft,0.0
2025-06-20 14:18:51,jawOpen,0.01
2025-06-20 14:18:51,jawRight,0.0
2025-06-20 14:18:51,mouthClose,0.0
2025-06-20 14:18:51,mouthDimpleLeft,0.02
2025-06-20 14:18:51,mouthDimpleRight,0.01
2025-06-20 14:18:51,mouthFrownLeft,0.0
2025-06-20 14:18:51,mouthFrownRight,0.0
2025-06-20 14:18:51,mouthFunnel,0.01
2025-06-20 14:18:51,mouthLeft,0.0
2025-06-20 14:18:51,mouthLowerDownLeft,0.03
2025-06-20 14:18:51,mouthLowerDownRight,0.05
2025-06-20 14:18:51,mouthPressLeft,0.07
2025-06-20 14:18:51,mouthPressRight,0.02
2025-06-20 14:18:51,mouthPucker,0.05
2025-06-20 14:18:51,mouthRight,0.0
2025-06-20 14:18:51,mouthRollLower,0.0
2025-06-20 14:18:51,mouthRollUpper,0.0
2025-06-20 14:18:51,mouthShrugLower,0.01
2025-06-20 14:18:51,mouthShrugUpper,0.08
2025-06-20 14:18:51,mouthSmileLeft,0.09
2025-06-20 14:18:51,mouthSmileRight,0.08
2025-06-20 14:18:51,mouthStretchLeft,0.02
2025-06-20 14:18:51,mouthStretchRight,0.0
2025-06-20 14:18:51,mouthUpperUpLeft,0.1
2025-06-20 14:18:51,mouthUpperUpRight,0.12
2025-06-20 14:18:51,noseSneerLeft,0.0
2025-06-20 14:18:51,noseSneerRight,0.0
2025-06-20 14:18:52,_neutral,0.0
2025-06-20 14:18:52,browDownLeft,0.01
2025-06-20 14:18:52,browDownRight,0.01
2025-06-20 14:18:52,browInnerUp,0.15
2025-06-20 14:18:52,browOuterUpLeft,0.19
2025-06-20 14:18:52,browOuterUpRight,0.16
2025-06-20 14:18:52,cheekPuff,0.0
2025-06-20 14:18:52,cheekSquintLeft,0.0
2025-06-20 14:18:52,cheekSquintRight,0.0
2025-06-20 14:18:52,eyeBlinkLeft,0.27
2025-06-20 14:18:52,eyeBlinkRight,0.39
2025-06-20 14:18:52,eyeLookDownLeft,0.5
2025-06-20 14:18:52,eyeLookDownRight,0.5
2025-06-20 14:18:52,eyeLookInLeft,0.02
2025-06-20 14:18:52,eyeLookInRight,0.23
2025-06-20 14:18:52,eyeLookOutLeft,0.24
2025-06-20 14:18:52,eyeLookOutRight,0.04
2025-06-20 14:18:52,eyeLookUpLeft,0.02
2025-06-20 14:18:52,eyeLookUpRight,0.01
2025-06-20 14:18:52,eyeSquintLeft,0.3
2025-06-20 14:18:52,eyeSquintRight,0.2
2025-06-20 14:18:52,eyeWideLeft,0.0
2025-06-20 14:18:52,eyeWideRight,0.0
2025-06-20 14:18:52,jawForward,0.0
2025-06-20 14:18:52,jawLeft,0.0
2025-06-20 14:18:52,jawOpen,0.01
2025-06-20 14:18:52,jawRight,0.0
2025-06-20 14:18:52,mouthClose,0.0
2025-06-20 14:18:52,mouthDimpleLeft,0.0
2025-06-20 14:18:52,mouthDimpleRight,0.01
2025-06-20 14:18:52,mouthFrownLeft,0.0
2025-06-20 14:18:52,mouthFrownRight,0.0
2025-06-20 14:18:52,mouthFunnel,0.0
2025-06-20 14:18:52,mouthLeft,0.0
2025-06-20 14:18:52,mouthLowerDownLeft,0.01
2025-06-20 14:18:52,mouthLowerDownRight,0.01
2025-06-20 14:18:52,mouthPressLeft,0.06
2025-06-20 14:18:52,mouthPressRight,0.01
2025-06-20 14:18:52,mouthPucker,0.01
2025-06-20 14:18:52,mouthRight,0.01
2025-06-20 14:18:52,mouthRollLower,0.0
2025-06-20 14:18:52,mouthRollUpper,0.0
2025-06-20 14:18:52,mouthShrugLower,0.03
2025-06-20 14:18:52,mouthShrugUpper,0.22
2025-06-20 14:18:52,mouthSmileLeft,0.02
2025-06-20 14:18:52,mouthSmileRight,0.01
2025-06-20 14:18:52,mouthStretchLeft,0.02
2025-06-20 14:18:52,mouthStretchRight,0.0
2025-06-20 14:18:52,mouthUpperUpLeft,0.03
2025-06-20 14:18:52,mouthUpperUpRight,0.05
2025-06-20 14:18:52,noseSneerLeft,0.0
2025-06-20 14:18:52,noseSneerRight,0.0
2025-06-20 14:18:53,_neutral,0.0
2025-06-20 14:18:53,browDownLeft,0.05
2025-06-20 14:18:53,browDownRight,0.07
2025-06-20 14:18:53,browInnerUp,0.02
2025-06-20 14:18:53,browOuterUpLeft,0.07
2025-06-20 14:18:53,browOuterUpRight,0.04
2025-06-20 14:18:53,cheekPuff,0.0
2025-06-20 14:18:53,cheekSquintLeft,0.0
2025-06-20 14:18:53,cheekSquintRight,0.0
2025-06-20 14:18:53,eyeBlinkLeft,0.44
2025-06-20 14:18:53,eyeBlinkRight,0.48
2025-06-20 14:18:53,eyeLookDownLeft,0.52
2025-06-20 14:18:53,eyeLookDownRight,0.49
2025-06-20 14:18:53,eyeLookInLeft,0.04
2025-06-20 14:18:53,eyeLookInRight,0.15
2025-06-20 14:18:53,eyeLookOutLeft,0.14
2025-06-20 14:18:53,eyeLookOutRight,0.03
2025-06-20 14:18:53,eyeLookUpLeft,0.02
2025-06-20 14:18:53,eyeLookUpRight,0.02
2025-06-20 14:18:53,eyeSquintLeft,0.55
2025-06-20 14:18:53,eyeSquintRight,0.6
2025-06-20 14:18:53,eyeWideLeft,0.0
2025-06-20 14:18:53,eyeWideRight,0.0
2025-06-20 14:18:53,jawForward,0.0
2025-06-20 14:18:53,jawLeft,0.0
2025-06-20 14:18:53,jawOpen,0.02
2025-06-20 14:18:53,jawRight,0.0
2025-06-20 14:18:53,mouthClose,0.0
2025-06-20 14:18:53,mouthDimpleLeft,0.01
2025-06-20 14:18:53,mouthDimpleRight,0.05
2025-06-20 14:18:53,mouthFrownLeft,0.0
2025-06-20 14:18:53,mouthFrownRight,0.0
2025-06-20 14:18:53,mouthFunnel,0.01
2025-06-20 14:18:53,mouthLeft,0.0
2025-06-20 14:18:53,mouthLowerDownLeft,0.22
2025-06-20 14:18:53,mouthLowerDownRight,0.31
2025-06-20 14:18:53,mouthPressLeft,0.07
2025-06-20 14:18:53,mouthPressRight,0.09
2025-06-20 14:18:53,mouthPucker,0.01
2025-06-20 14:18:53,mouthRight,0.01
2025-06-20 14:18:53,mouthRollLower,0.02
2025-06-20 14:18:53,mouthRollUpper,0.01
2025-06-20 14:18:53,mouthShrugLower,0.01
2025-06-20 14:18:53,mouthShrugUpper,0.05
2025-06-20 14:18:53,mouthSmileLeft,0.46
2025-06-20 14:18:53,mouthSmileRight,0.49
2025-06-20 14:18:53,mouthStretchLeft,0.01
2025-06-20 14:18:53,mouthStretchRight,0.01
2025-06-20 14:18:53,mouthUpperUpLeft,0.44
2025-06-20 14:18:53,mouthUpperUpRight,0.63
2025-06-20 14:18:53,noseSneerLeft,0.0
2025-06-20 14:18:53,noseSneerRight,0.0
2025-06-20 14:18:54,_neutral,0.0
2025-06-20 14:18:54,browDownLeft,0.12
2025-06-20 14:18:54,browDownRight,0.1
2025-06-20 14:18:54,browInnerUp,0.01
2025-06-20 14:18:54,browOuterUpLeft,0.04
2025-06-20 14:18:54,browOuterUpRight,0.03
2025-06-20 14:18:54,cheekPuff,0.0
2025-06-20 14:18:54,cheekSquintLeft,0.0
2025-06-20 14:18:54,cheekSquintRight,0.0
2025-06-20 14:18:54,eyeBlinkLeft,0.38
2025-06-20 14:18:54,eyeBlinkRight,0.26
2025-06-20 14:18:54,eyeLookDownLeft,0.47
2025-06-20 14:18:54,eyeLookDownRight,0.44
2025-06-20 14:18:54,eyeLookInLeft,0.08
2025-06-20 14:18:54,eyeLookInRight,0.13
2025-06-20 14:18:54,eyeLookOutLeft,0.1
2025-06-20 14:18:54,eyeLookOutRight,0.06
2025-06-20 14:18:54,eyeLookUpLeft,0.03
2025-06-20 14:18:54,eyeLookUpRight,0.03
2025-06-20 14:18:54,eyeSquintLeft,0.64
2025-06-20 14:18:54,eyeSquintRight,0.68
2025-06-20 14:18:54,eyeWideLeft,0.0
2025-06-20 14:18:54,eyeWideRight,0.0
2025-06-20 14:18:54,jawForward,0.0
2025-06-20 14:18:54,jawLeft,0.0
2025-06-20 14:18:54,jawOpen,0.06
2025-06-20 14:18:54,jawRight,0.0
2025-06-20 14:18:54,mouthClose,0.0
2025-06-20 14:18:54,mouthDimpleLeft,0.0
2025-06-20 14:18:54,mouthDimpleRight,0.01
2025-06-20 14:18:54,mouthFrownLeft,0.0
2025-06-20 14:18:54,mouthFrownRight,0.0
2025-06-20 14:18:54,mouthFunnel,0.01
2025-06-20 14:18:54,mouthLeft,0.0
2025-06-20 14:18:54,mouthLowerDownLeft,0.41
2025-06-20 14:18:54,mouthLowerDownRight,0.52
2025-06-20 14:18:54,mouthPressLeft,0.03
2025-06-20 14:18:54,mouthPressRight,0.03
2025-06-20 14:18:54,mouthPucker,0.01
2025-06-20 14:18:54,mouthRight,0.02
2025-06-20 14:18:54,mouthRollLower,0.01
2025-06-20 14:18:54,mouthRollUpper,0.01
2025-06-20 14:18:54,mouthShrugLower,0.0
2025-06-20 14:18:54,mouthShrugUpper,0.04
2025-06-20 14:18:54,mouthSmileLeft,0.71
2025-06-20 14:18:54,mouthSmileRight,0.72
2025-06-20 14:18:54,mouthStretchLeft,0.07
2025-06-20 14:18:54,mouthStretchRight,0.08
2025-06-20 14:18:54,mouthUpperUpLeft,0.6
2025-06-20 14:18:54,mouthUpperUpRight,0.66
2025-06-20 14:18:54,noseSneerLeft,0.0
2025-06-20 14:18:54,noseSneerRight,0.0
2025-06-20 14:18:55,_neutral,0.0
2025-06-20 14:18:55,browDownLeft,0.09
2025-06-20 14:18:55,browDownRight,0.09
2025-06-20 14:18:55,browInnerUp,0.01
2025-06-20 14:18:55,browOuterUpLeft,0.04
2025-06-20 14:18:55,browOuterUpRight,0.02
2025-06-20 14:18:55,cheekPuff,0.0
2025-06-20 14:18:55,cheekSquintLeft,0.0
2025-06-20 14:18:55,cheekSquintRight,0.0
2025-06-20 14:18:55,eyeBlinkLeft,0.37
2025-06-20 14:18:55,eyeBlinkRight,0.36
2025-06-20 14:18:55,eyeLookDownLeft,0.38
2025-06-20 14:18:55,eyeLookDownRight,0.37
2025-06-20 14:18:55,eyeLookInLeft,0.11
2025-06-20 14:18:55,eyeLookInRight,0.06
2025-06-20 14:18:55,eyeLookOutLeft,0.04
2025-06-20 14:18:55,eyeLookOutRight,0.1
2025-06-20 14:18:55,eyeLookUpLeft,0.04
2025-06-20 14:18:55,eyeLookUpRight,0.04
2025-06-20 14:18:55,eyeSquintLeft,0.6
2025-06-20 14:18:55,eyeSquintRight,0.64
2025-06-20 14:18:55,eyeWideLeft,0.0
2025-06-20 14:18:55,eyeWideRight,0.0
2025-06-20 14:18:55,jawForward,0.0
2025-06-20 14:18:55,jawLeft,0.0
2025-06-20 14:18:55,jawOpen,0.02
2025-06-20 14:18:55,jawRight,0.0
2025-06-20 14:18:55,mouthClose,0.0
2025-06-20 14:18:55,mouthDimpleLeft,0.0
2025-06-20 14:18:55,mouthDimpleRight,0.01
2025-06-20 14:18:55,mouthFrownLeft,0.01
2025-06-20 14:18:55,mouthFrownRight,0.0
2025-06-20 14:18:55,mouthFunnel,0.02
2025-06-20 14:18:55,mouthLeft,0.0
2025-06-20 14:18:55,mouthLowerDownLeft,0.16
2025-06-20 14:18:55,mouthLowerDownRight,0.24
2025-06-20 14:18:55,mouthPressLeft,0.01
2025-06-20 14:18:55,mouthPressRight,0.03
2025-06-20 14:18:55,mouthPucker,0.02
2025-06-20 14:18:55,mouthRight,0.0
2025-06-20 14:18:55,mouthRollLower,0.0
2025-06-20 14:18:55,mouthRollUpper,0.0
2025-06-20 14:18:55,mouthShrugLower,0.0
2025-06-20 14:18:55,mouthShrugUpper,0.03
2025-06-20 14:18:55,mouthSmileLeft,0.48
2025-06-20 14:18:55,mouthSmileRight,0.5
2025-06-20 14:18:55,mouthStretchLeft,0.05
2025-06-20 14:18:55,mouthStretchRight,0.1
2025-06-20 14:18:55,mouthUpperUpLeft,0.43
2025-06-20 14:18:55,mouthUpperUpRight,0.53
2025-06-20 14:18:55,noseSneerLeft,0.0
2025-06-20 14:18:55,noseSneerRight,0.0
2025-06-20 14:18:56,_neutral,0.0
2025-06-20 14:18:56,browDownLeft,0.11
2025-06-20 14:18:56,browDownRight,0.07
2025-06-20 14:18:56,browInnerUp,0.01
2025-06-20 14:18:56,browOuterUpLeft,0.03
2025-06-20 14:18:56,browOuterUpRight,0.02
2025-06-20 14:18:56,cheekPuff,0.0
2025-06-20 14:18:56,cheekSquintLeft,0.0
2025-06-20 14:18:56,cheekSquintRight,0.0
2025-06-20 14:18:56,eyeBlinkLeft,0.24
2025-06-20 14:18:56,eyeBlinkRight,0.16
2025-06-20 14:18:56,eyeLookDownLeft,0.27
2025-06-20 14:18:56,eyeLookDownRight,0.26
2025-06-20 14:18:56,eyeLookInLeft,0.1
2025-06-20 14:18:56,eyeLookInRight,0.11
2025-06-20 14:18:56,eyeLookOutLeft,0.09
2025-06-20 14:18:56,eyeLookOutRight,0.09
2025-06-20 14:18:56,eyeLookUpLeft,0.05
2025-06-20 14:18:56,eyeLookUpRight,0.05
2025-06-20 14:18:56,eyeSquintLeft,0.44
2025-06-20 14:18:56,eyeSquintRight,0.48
2025-06-20 14:18:56,eyeWideLeft,0.0
2025-06-20 14:18:56,eyeWideRight,0.0
2025-06-20 14:18:56,jawForward,0.0
2025-06-20 14:18:56,jawLeft,0.0
2025-06-20 14:18:56,jawOpen,0.0
2025-06-20 14:18:56,jawRight,0.0
2025-06-20 14:18:56,mouthClose,0.0
2025-06-20 14:18:56,mouthDimpleLeft,0.01
2025-06-20 14:18:56,mouthDimpleRight,0.0
2025-06-20 14:18:56,mouthFrownLeft,0.0
2025-06-20 14:18:56,mouthFrownRight,0.01
2025-06-20 14:18:56,mouthFunnel,0.01
2025-06-20 14:18:56,mouthLeft,0.0
2025-06-20 14:18:56,mouthLowerDownLeft,0.02
2025-06-20 14:18:56,mouthLowerDownRight,0.04
2025-06-20 14:18:56,mouthPressLeft,0.01
2025-06-20 14:18:56,mouthPressRight,0.01
2025-06-20 14:18:56,mouthPucker,0.08
2025-06-20 14:18:56,mouthRight,0.0
2025-06-20 14:18:56,mouthRollLower,0.0
2025-06-20 14:18:56,mouthRollUpper,0.0
2025-06-20 14:18:56,mouthShrugLower,0.01
2025-06-20 14:18:56,mouthShrugUpper,0.05
2025-06-20 14:18:56,mouthSmileLeft,0.28
2025-06-20 14:18:56,mouthSmileRight,0.26
2025-06-20 14:18:56,mouthStretchLeft,0.02
2025-06-20 14:18:56,mouthStretchRight,0.11
2025-06-20 14:18:56,mouthUpperUpLeft,0.3
2025-06-20 14:18:56,mouthUpperUpRight,0.28
2025-06-20 14:18:56,noseSneerLeft,0.0
2025-06-20 14:18:56,noseSneerRight,0.0
2025-06-20 14:18:57,_neutral,0.0
2025-06-20 14:18:57,browDownLeft,0.07
2025-06-20 14:18:57,browDownRight,0.04
2025-06-20 14:18:57,browInnerUp,0.01
2025-06-20 14:18:57,browOuterUpLeft,0.04
2025-06-20 14:18:57,browOuterUpRight,0.03
2025-06-20 14:18:57,cheekPuff,0.0
2025-06-20 14:18:57,cheekSquintLeft,0.0
2025-06-20 14:18:57,cheekSquintRight,0.0
2025-06-20 14:18:57,eyeBlinkLeft,0.25
2025-06-20 14:18:57,eyeBlinkRight,0.2
2025-06-20 14:18:57,eyeLookDownLeft,0.3
2025-06-20 14:18:57,eyeLookDownRight,0.28
2025-06-20 14:18:57,eyeLookInLeft,0.07
2025-06-20 14:18:57,eyeLookInRight,0.12
2025-06-20 14:18:57,eyeLookOutLeft,0.1
2025-06-20 14:18:57,eyeLookOutRight,0.06
2025-06-20 14:18:57,eyeLookUpLeft,0.05
2025-06-20 14:18:57,eyeLookUpRight,0.04
2025-06-20 14:18:57,eyeSquintLeft,0.35
2025-06-20 14:18:57,eyeSquintRight,0.42
2025-06-20 14:18:57,eyeWideLeft,0.0
2025-06-20 14:18:57,eyeWideRight,0.0
2025-06-20 14:18:57,jawForward,0.0
2025-06-20 14:18:57,jawLeft,0.0
2025-06-20 14:18:57,jawOpen,0.0
2025-06-20 14:18:57,jawRight,0.0
2025-06-20 14:18:57,mouthClose,0.0
2025-06-20 14:18:57,mouthDimpleLeft,0.01
2025-06-20 14:18:57,mouthDimpleRight,0.0
2025-06-20 14:18:57,mouthFrownLeft,0.0
2025-06-20 14:18:57,mouthFrownRight,0.01
2025-06-20 14:18:57,mouthFunnel,0.01
2025-06-20 14:18:57,mouthLeft,0.0
2025-06-20 14:18:57,mouthLowerDownLeft,0.01
2025-06-20 14:18:57,mouthLowerDownRight,0.01
2025-06-20 14:18:57,mouthPressLeft,0.02
2025-06-20 14:18:57,mouthPressRight,0.02
2025-06-20 14:18:57,mouthPucker,0.02
2025-06-20 14:18:57,mouthRight,0.0
2025-06-20 14:18:57,mouthRollLower,0.0
2025-06-20 14:18:57,mouthRollUpper,0.0
2025-06-20 14:18:57,mouthShrugLower,0.03
2025-06-20 14:18:57,mouthShrugUpper,0.05
2025-06-20 14:18:57,mouthSmileLeft,0.11
2025-06-20 14:18:57,mouthSmileRight,0.1
2025-06-20 14:18:57,mouthStretchLeft,0.02
2025-06-20 14:18:57,mouthStretchRight,0.11
2025-06-20 14:18:57,mouthUpperUpLeft,0.11
2025-06-20 14:18:57,mouthUpperUpRight,0.1
2025-06-20 14:18:57,noseSneerLeft,0.0
2025-06-20 14:18:57,noseSneerRight,0.0
2025-06-20 14:18:59,_neutral,0.0
2025-06-20 14:18:59,browDownLeft,0.06
2025-06-20 14:18:59,browDownRight,0.04
2025-06-20 14:18:59,browInnerUp,0.01
2025-06-20 14:18:59,browOuterUpLeft,0.04
2025-06-20 14:18:59,browOuterUpRight,0.03
2025-06-20 14:18:59,cheekPuff,0.0
2025-06-20 14:18:59,cheekSquintLeft,0.0
2025-06-20 14:18:59,cheekSquintRight,0.0
2025-06-20 14:18:59,eyeBlinkLeft,0.25
2025-06-20 14:18:59,eyeBlinkRight,0.19
2025-06-20 14:18:59,eyeLookDownLeft,0.35
2025-06-20 14:18:59,eyeLookDownRight,0.34
2025-06-20 14:18:59,eyeLookInLeft,0.13
2025-06-20 14:18:59,eyeLookInRight,0.05
2025-06-20 14:18:59,eyeLookOutLeft,0.03
2025-06-20 14:18:59,eyeLookOutRight,0.11
2025-06-20 14:18:59,eyeLookUpLeft,0.03
2025-06-20 14:18:59,eyeLookUpRight,0.03
2025-06-20 14:18:59,eyeSquintLeft,0.35
2025-06-20 14:18:59,eyeSquintRight,0.47
2025-06-20 14:18:59,eyeWideLeft,0.0
2025-06-20 14:18:59,eyeWideRight,0.0
2025-06-20 14:18:59,jawForward,0.0
2025-06-20 14:18:59,jawLeft,0.0
2025-06-20 14:18:59,jawOpen,0.01
2025-06-20 14:18:59,jawRight,0.0
2025-06-20 14:18:59,mouthClose,0.0
2025-06-20 14:18:59,mouthDimpleLeft,0.01
2025-06-20 14:18:59,mouthDimpleRight,0.0
2025-06-20 14:18:59,mouthFrownLeft,0.0
2025-06-20 14:18:59,mouthFrownRight,0.01
2025-06-20 14:18:59,mouthFunnel,0.02
2025-06-20 14:18:59,mouthLeft,0.0
2025-06-20 14:18:59,mouthLowerDownLeft,0.05
2025-06-20 14:18:59,mouthLowerDownRight,0.08
2025-06-20 14:18:59,mouthPressLeft,0.02
2025-06-20 14:18:59,mouthPressRight,0.01
2025-06-20 14:18:59,mouthPucker,0.03
2025-06-20 14:18:59,mouthRight,0.0
2025-06-20 14:18:59,mouthRollLower,0.0
2025-06-20 14:18:59,mouthRollUpper,0.0
2025-06-20 14:18:59,mouthShrugLower,0.0
2025-06-20 14:18:59,mouthShrugUpper,0.04
2025-06-20 14:18:59,mouthSmileLeft,0.12
2025-06-20 14:18:59,mouthSmileRight,0.1
2025-06-20 14:18:59,mouthStretchLeft,0.03
2025-06-20 14:18:59,mouthStretchRight,0.07
2025-06-20 14:18:59,mouthUpperUpLeft,0.27
2025-06-20 14:18:59,mouthUpperUpRight,0.25
2025-06-20 14:18:59,noseSneerLeft,0.0
2025-06-20 14:18:59,noseSneerRight,0.0
2025-06-20 14:19:00,_neutral,0.0
2025-06-20 14:19:00,browDownLeft,0.07
2025-06-20 14:19:00,browDownRight,0.05
2025-06-20 14:19:00,browInnerUp,0.01
2025-06-20 14:19:00,browOuterUpLeft,0.03
2025-06-20 14:19:00,browOuterUpRight,0.03
2025-06-20 14:19:00,cheekPuff,0.0
2025-06-20 14:19:00,cheekSquintLeft,0.0
2025-06-20 14:19:00,cheekSquintRight,0.0
2025-06-20 14:19:00,eyeBlinkLeft,0.25
2025-06-20 14:19:00,eyeBlinkRight,0.18
2025-06-20 14:19:00,eyeLookDownLeft,0.28
2025-06-20 14:19:00,eyeLookDownRight,0.26
2025-06-20 14:19:00,eyeLookInLeft,0.09
2025-06-20 14:19:00,eyeLookInRight,0.08
2025-06-20 14:19:00,eyeLookOutLeft,0.06
2025-06-20 14:19:00,eyeLookOutRight,0.09
2025-06-20 14:19:00,eyeLookUpLeft,0.04
2025-06-20 14:19:00,eyeLookUpRight,0.05
2025-06-20 14:19:00,eyeSquintLeft,0.42
2025-06-20 14:19:00,eyeSquintRight,0.54
2025-06-20 14:19:00,eyeWideLeft,0.0
2025-06-20 14:19:00,eyeWideRight,0.0
2025-06-20 14:19:00,jawForward,0.0
2025-06-20 14:19:00,jawLeft,0.0
2025-06-20 14:19:00,jawOpen,0.02
2025-06-20 14:19:00,jawRight,0.0
2025-06-20 14:19:00,mouthClose,0.0
2025-06-20 14:19:00,mouthDimpleLeft,0.01
2025-06-20 14:19:00,mouthDimpleRight,0.0
2025-06-20 14:19:00,mouthFrownLeft,0.0
2025-06-20 14:19:00,mouthFrownRight,0.0
2025-06-20 14:19:00,mouthFunnel,0.02
2025-06-20 14:19:00,mouthLeft,0.0
2025-06-20 14:19:00,mouthLowerDownLeft,0.11
2025-06-20 14:19:00,mouthLowerDownRight,0.18
2025-06-20 14:19:00,mouthPressLeft,0.02
2025-06-20 14:19:00,mouthPressRight,0.02
2025-06-20 14:19:00,mouthPucker,0.02
2025-06-20 14:19:00,mouthRight,0.0
2025-06-20 14:19:00,mouthRollLower,0.0
2025-06-20 14:19:00,mouthRollUpper,0.0
2025-06-20 14:19:00,mouthShrugLower,0.0
2025-06-20 14:19:00,mouthShrugUpper,0.02
2025-06-20 14:19:00,mouthSmileLeft,0.35
2025-06-20 14:19:00,mouthSmileRight,0.28
2025-06-20 14:19:00,mouthStretchLeft,0.02
2025-06-20 14:19:00,mouthStretchRight,0.05
2025-06-20 14:19:00,mouthUpperUpLeft,0.45
2025-06-20 14:19:00,mouthUpperUpRight,0.43
2025-06-20 14:19:00,noseSneerLeft,0.0
2025-06-20 14:19:00,noseSneerRight,0.0
2025-06-20 14:19:01,_neutral,0.0
2025-06-20 14:19:01,browDownLeft,0.04
2025-06-20 14:19:01,browDownRight,0.03
2025-06-20 14:19:01,browInnerUp,0.01
